kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_sma,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_max_sngle_ev,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smass,koi_count,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K00846.01,CONFIRMED,27.80756622,4.21587,25391.1,13.84,0.1711,748.1,50,739.8864,184.1626,554,22.24,5862,4.584,0.785,0.865,1,0,0,0,0
K00847.01,CONFIRMED,80.8723469,11.195,3604.6,7.59,0.3577,160.9,17,129.28693,39.125496,452,9.88,5510,4.222,1.238,0.932,1,0,0,0,0
K00848.01,FALSE POSITIVE,3.166465862,2.9381,4357.2,26.82,0.0371,122.1,320,126.34083,17.338335,954,196.31,4968,4.575,0.704,0.68,1,0,1,1,0
K00118.01,CONFIRMED,24.99324319,5.9409,269.6,2.29,0.1651,62,53,48.44607,10.750713,712,60.88,5718,4.181,1.317,0.961,1,0,0,0,0
K00849.01,CONFIRMED,10.35533116,3.1775,750.6,2.47,0.0895,49.2,127,43.478497,6.973618,777,86.22,5501,4.462,0.918,0.891,1,0,0,0,0
K00867.01,CONFIRMED,16.08518937,3.984,1442.4,3.68,0.1173,62.6,82,56.866776,11.495781,613,33.43,5239,4.523,0.826,0.83,1,0,0,0,0
K00868.01,CANDIDATE,235.9986399,8.2284,20714.6,10.59,0.6534,271.8,6,311.33582,157.44649,188,0.29,4245,4.627,0.657,0.666,1,0,0,0,0
K00869.01,CONFIRMED,7.49018305,2.7297,1123.6,2.56,0.0703,53,178,43.14732,8.483169,753,76.06,5103,4.562,0.787,0.823,4,0,0,0,0
K00869.02,CONFIRMED,36.2761238,4.7865,1572.6,3.03,0.2012,45.5,39,28.587673,7.9323716,445,9.29,5103,4.562,0.787,0.823,4,0,0,0,0
K00869.03,CONFIRMED,17.46087931,2.2641,812.4,2.32,0.1236,22.6,69,16.755081,4.671781,568,24.6,5103,4.562,0.787,0.823,4,0,0,0,0
K00854.01,CONFIRMED,56.0560754,4.685,1626,1.94,0.228,27.4,24,19.2542,6.1299686,233,0.69,3593,4.757,0.491,0.503,1,0,0,0,0
K00855.01,CONFIRMED,41.40831669,5.0264,22838.9,11.38,0.2162,907.8,33,904.6437,217.32286,453,9.93,5522,4.586,0.747,0.786,1,0,0,0,0
K00856.01,CANDIDATE,39.74893077,7.3051,15178.9,14.21,0.2311,561.1,34,505.17914,123.3638,552,21.87,6122,4.487,0.964,1.041,1,0,0,0,0
K00857.01,CONFIRMED,5.715425977,2.5242,908.1,2.47,0.0611,59.4,181,48.613644,7.166417,850,123.03,5237,4.572,0.826,0.927,2,0,0,0,0
K00119.01,CONFIRMED,49.18394185,11.3364,1646.2,8.2,0.2829,355.7,29,250.00006,61.598824,669,47.4,5626,3.907,2.057,1.247,2,0,0,0,0
K00857.02,CONFIRMED,20.0261412,1.611,421.2,2.28,0.1409,10.7,54,9.322174,3.5729597,559,23.14,5237,4.572,0.826,0.927,2,0,0,0,0
K00858.01,CANDIDATE,13.61014819,2.594,5732.9,19.02,0.1061,184.1,101,209.14677,36.547604,733,68.29,5697,4.46,0.903,0.857,1,0,0,0,0
K00859.01,FALSE POSITIVE,10.44331991,2.743,1159.8,2.66,0.0857,51.7,127,48.83681,10.513627,667,46.94,4947,4.516,0.802,0.769,1,0,1,1,1
K00861.01,CONFIRMED,2.237489571,1.8119,315.8,1.41,0.0325,30.7,595,28.265633,4.7961717,1160,427.17,5265,4.58,0.81,0.91,1,0,0,0,0
K00862.01,FALSE POSITIVE,5.851520671,3.11058,33003.6,14.62,0.0591,1630.4,178,1762.9304,192.99095,901,155.89,5532,4.53,0.806,0.804,1,0,1,0,0
K00863.01,CONFIRMED,3.167893418,2.1814,781.2,2.62,0.0426,64.8,430,55.665585,5.8711963,1221,526.23,5895,4.503,0.94,1.026,1,0,0,0,0
K00864.01,CONFIRMED,4.311780262,2.7251,1154,3.11,0.0511,86.1,299,68.72953,7.6148076,1038,274.84,5527,4.484,0.927,0.956,3,0,0,0,0
K00864.02,CONFIRMED,20.0504494,4.556,840.9,2.69,0.1423,37.8,64,29.427977,6.4205737,622,35.44,5527,4.484,0.927,0.956,3,0,0,0,0
K00864.03,CONFIRMED,9.76734503,1.6585,569.1,2.67,0.0881,21.1,122,17.335663,3.9681692,791,92.46,5527,4.484,0.927,0.956,3,0,0,0,0
K00865.01,CANDIDATE,119.0207044,8.1405,7430.5,8.98,0.4582,223.5,11,165.9875,63.25567,366,4.25,5453,4.342,1.062,0.904,1,0,0,0,0
K00119.02,CONFIRMED,190.3200468,15.284,1141.7,7.78,0.6972,139.3,7,95.55217,45.91216,426,7.8,5626,3.907,2.057,1.247,2,0,0,0,0
K00866.01,FALSE POSITIVE,2.861159894,1.8832,1014.3,4.37,0.0406,58.3,454,47.643787,8.208323,1355,797.1,6126,4.458,1.021,1.09,1,0,1,1,0
K00880.01,CONFIRMED,26.44439337,3.9783,1843.5,3.91,0.1687,88,53,67.97784,15.926126,562,23.54,5427,4.463,0.929,0.915,4,0,0,0,0
K00880.02,CONFIRMED,51.53997972,6.3994,3644.3,5.51,0.2632,155.5,28,112.0813,28.79182,450,9.67,5427,4.463,0.929,0.915,4,0,0,0,0
K00880.03,CONFIRMED,5.902245782,2.9003,702.3,2.43,0.0621,59.3,220,43.151917,6.7249837,926,173.74,5427,4.463,0.929,0.915,4,0,0,0,0
K00880.04,CONFIRMED,2.382951591,1.8876,391.6,1.86,0.0339,41.4,515,23.52045,3.843993,1253,583.01,5427,4.463,0.929,0.915,4,0,0,0,0
K00881.01,CONFIRMED,21.02250608,4.1072,1772.5,3.07,0.1378,62.4,67,47.644684,9.148423,521,17.48,5067,4.585,0.75,0.789,2,0,0,0,0
K00869.04,CONFIRMED,3.219814777,2.0642,488.2,1.69,0.04,30.5,391,19.364616,3.4647944,998,234.93,5103,4.562,0.787,0.823,4,0,0,0,0
K00870.01,CONFIRMED,5.912273234,2.3254,961.4,1.73,0.0537,62.8,227,55.492382,8.0944605,585,27.72,4072,4.696,0.57,0.586,2,0,0,0,0
K00870.02,CONFIRMED,8.98581901,2.8606,881.3,1.65,0.0709,51.8,145,42.23077,7.210981,509,15.9,4072,4.696,0.57,0.586,2,0,0,0,0
K00871.01,CANDIDATE,12.94066866,2.4845,42450,22.94,0.1039,307.5,100,1375.2338,209.9436,723,64.64,5875,4.572,0.809,0.895,1,0,0,0,0
K00120.01,FALSE POSITIVE,20.5452375,2.517,218.5,2.41,0.1437,18.5,67,93.56568,41.057766,742,71.57,5670,4.206,1.264,0.937,1,0,1,0,0
K00872.01,CONFIRMED,33.60123371,4.4056,7425.9,8.46,0.1956,247.9,39,173.7981,44.19851,495,14.22,5149,4.447,0.93,0.882,2,0,0,0,0
K00872.02,CONFIRMED,6.76652928,2.9004,450.7,1.97,0.0672,29.2,194,16.790316,4.929026,845,120.48,5149,4.447,0.93,0.882,2,0,0,0,0
K00873.01,CONFIRMED,4.347288783,2.1024,451.6,2.36,0.0524,39.7,307,34.36066,4.846328,1174,449.79,5754,4.345,1.122,1.014,1,0,0,0,0
K00874.01,CONFIRMED,4.601811819,2.2607,755.9,2.35,0.0501,60.8,295,52.078793,6.6083684,896,152.91,4986,4.496,0.833,0.793,2,0,0,0,0
K00874.02,CONFIRMED,11.18719905,3.252,353.6,1.55,0.0907,21.9,117,17.25928,3.560772,667,46.65,4986,4.496,0.833,0.793,2,0,0,0,0
K00875.01,CONFIRMED,4.220965778,3.0854,2260,2.62,0.0418,157.8,321,134.46404,13.098274,595,29.68,3837,4.747,0.517,0.544,1,0,0,0,0
K00876.01,FALSE POSITIVE,6.998099523,2.0488,20285,588.66,0.0698,192.3,192,551.317,58.719604,853,125.22,5612,4.566,0.829,0.926,1,0,1,0,0
K00877.01,CONFIRMED,5.95489993,2.3892,1410.7,2.33,0.0554,87.2,226,83.29438,10.906055,635,38.52,4261,4.641,0.633,0.64,3,0,0,0,0
K00877.02,CONFIRMED,12.03987488,2.7363,1250.6,2.18,0.0886,57.6,106,51.105682,9.71719,502,15.06,4261,4.641,0.633,0.64,3,0,0,0,0
K00877.03,CONFIRMED,20.83762895,2.3734,439,1.42,0.1278,14.9,67,12.130763,5.914461,418,7.24,4261,4.641,0.633,0.64,3,0,0,0,0
K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,63.66,0.0919,76.8,125,60.319134,10.118381,1399,904.92,6200,3.8,2.404,1.333,1,0,1,1,1
K00878.01,CONFIRMED,23.58917143,5.073,1200.7,3.16,0.1429,53.3,56,45.141907,9.867276,487,13.34,4919,4.566,0.721,0.697,1,0,0,0,0
K00123.01,CONFIRMED,6.481633073,3.784,298.5,2.54,0.0683,125.6,214,92.47206,13.492653,1145,406.25,5945,4.213,1.302,1.009,2,0,0,0,0
K00892.01,CONFIRMED,10.37168928,3.035,1254.9,3.2,0.0873,64.5,128,51.219067,8.5752535,720,63.68,5121,4.457,0.888,0.822,2,0,0,0,0
K00892.02,CONFIRMED,3.96996298,1.1757,299.2,1.78,0.046,15,320,12.679447,3.348457,992,229.37,5121,4.457,0.888,0.822,2,0,0,0,0
K00893.01,CONFIRMED,4.40841331,5.012,549.4,2.66,0.052,45.1,279,37.416832,5.7962294,1139,398,6007,4.457,0.961,0.968,1,0,0,0,0
K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,4.68,0.0789,60.4,172,69.78485,22.463158,878,140.57,5811,4.521,0.926,1.036,1,0,1,1,1
K00881.02,CONFIRMED,226.8904775,7.558,3136.4,4.53,0.6732,46.8,7,32.135025,18.208637,236,0.73,5067,4.585,0.75,0.789,2,0,0,0,0
K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905,21.58,0.0259,125.4,685,1443.2662,114.08557,1109,357.16,5209,4.657,0.603,0.602,1,0,1,0,0
K00883.01,CANDIDATE,2.688899233,2.11275,37491.6,12.04,0.0335,1011.6,499,1777.0094,120.20046,929,175.76,4820,4.667,0.639,0.699,1,0,0,0,0
K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,4.16,0.0837,175.2,144,163.44994,25.131163,686,52.32,5097,4.597,0.779,0.891,3,0,0,0,0
K00122.01,CONFIRMED,11.52306746,3.8757,507.3,3.13,0.1017,142,116,120.53189,16.45347,927,174.81,5644,4.162,1.411,1.053,1,0,0,0,0
K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,2.92,0.1402,52.7,59,45.383663,10.706917,530,18.65,5097,4.597,0.779,0.891,3,0,0,0,0
K00884.03,CONFIRMED,3.336123113,1.9616,516.3,1.74,0.0418,41.6,386,30.771297,5.2665052,970,209.79,5097,4.597,0.779,0.891,3,0,0,0,0
K00886.01,CONFIRMED,8.01078456,2.312,1333.6,1.72,0.0616,48.5,168,28.916744,6.0815673,453,9.9,3713,4.779,0.47,0.484,3,0,0,0,0
K00886.02,CONFIRMED,12.07134205,4.3224,759.2,1.29,0.0809,31,112,16.535355,4.24725,395,5.74,3713,4.779,0.47,0.484,3,0,0,0,0
K00886.03,CONFIRMED,20.99587872,2.6333,767.3,1.3,0.117,18.2,55,12.355694,4.265292,328,2.74,3713,4.779,0.47,0.484,3,0,0,0,0
K00887.01,CONFIRMED,7.41113177,2.5242,620.5,2.45,0.0748,50.4,181,42.620125,5.7879114,905,158.11,5849,4.517,0.919,1.014,1,0,0,0,0
K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,0.0175,147.4,668,40.07125,5.13757,1620,1635.2,5472,4.499,0.79,0.718,1,0,1,0,0
K00889.01,CONFIRMED,8.884922995,2.07004,16053.4,10.51,0.0786,388.2,153,474.02078,61.291126,770,83.21,5332,4.5,0.843,0.821,1,0,0,0,0
K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,8.95,0.0832,435.9,168,436.9255,48.506207,986,223.19,6214,4.442,1.076,1.169,1,0,0,0,0
K00891.01,CONFIRMED,10.00653012,5.344,936.1,3.52,0.0933,71.9,135,59.281075,8.698946,876,139.21,6063,4.47,1.001,1.079,1,0,0,0,0
K00012.01,CONFIRMED,17.85522168,7.41287,9065.2,13.16,0.1491,915.7,75,417.8653,82.201164,911,163.04,6823,4.308,1.367,1.386,1,0,0,0,0
K00901.01,CANDIDATE,12.73262407,2.2083,6465.7,4.87,0.0881,210.5,110,209.49731,34.47275,432,8.22,3950,4.721,0.541,0.563,1,0,0,0,0
K00902.01,CANDIDATE,83.92494032,6.7904,7958.7,4.78,0.3031,182.1,18,121.1208,43.030296,226,0.62,3960,4.746,0.509,0.526,1,0,0,0,0
K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,6.96,0.0556,431.4,271,435.91187,42.768375,998,234.28,5865,4.563,0.827,0.914,1,0,0,0,0
K00904.01,CONFIRMED,2.211116989,1.6485,724.2,1.85,0.0294,42.6,603,32.73535,4.8613906,931,177.19,4500,4.656,0.646,0.71,5,0,0,0,0
K00904.02,CONFIRMED,27.9541337,3.95,942.5,1.9,0.1593,25.4,48,15.262756,5.9903526,400,6.04,4500,4.656,0.646,0.71,5,0,0,0,0
K00124.01,CONFIRMED,12.69104387,3.7727,252.1,2.57,0.1072,60.2,108,47.59951,7.5664573,1008,244.3,5869,4.024,1.626,1.019,2,0,0,0,0
K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861,10.95,0.0491,85.8,303,735.74506,69.5648,1101,347.06,5600,4.368,0.975,0.811,1,0,1,0,0
K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,4.14,0.1229,123.8,83,97.93863,19.466316,598,30.14,5191,4.564,0.837,0.937,3,0,0,0,0
K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,2.96,0.0654,86.2,205,70.14128,9.121863,819,106.44,5191,4.564,0.837,0.937,3,0,0,0,0
K00897.01,CONFIRMED,2.052349884,2.0778,14280.6,13.12,0.0322,1072.1,650,943.8128,53.349804,1497,1183.18,5855,4.393,1.08,1.049,1,0,0,0,0
K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,2.23,0.0714,58,135,46.716137,9.248742,460,10.59,3906,4.73,0.509,0.508,3,0,0,0,0
K00898.02,CONFIRMED,5.169804269,2.153,1037.4,1.66,0.0467,41.4,256,34.09852,5.360658,569,24.75,3906,4.73,0.509,0.508,3,0,0,0,0
K00123.02,CONFIRMED,21.22261195,6.5093,366,2.48,0.1506,114.9,64,82.08292,14.82054,771,83.56,5945,4.213,1.302,1.009,2,0,0,0,0
K00898.03,CONFIRMED,20.09017037,4.154,1432.1,2.25,0.1154,36.9,63,29.21815,6.004703,362,4.05,3906,4.73,0.509,0.508,3,0,0,0,0
K00899.01,CONFIRMED,7.11373257,2.1764,807.6,1.16,0.0551,44.4,186,35.776676,5.9298773,429,8.01,3561,4.855,0.411,0.44,3,0,0,0,0
K00899.02,CONFIRMED,3.306551643,1.8177,509.2,0.91,0.0331,37.8,398,30.518122,6.330976,554,22.19,3561,4.855,0.411,0.44,3,0,0,0,0
K00899.03,CONFIRMED,15.36845737,2.4714,756.1,1.11,0.0922,30.9,82,24.263742,6.217123,332,2.86,3561,4.855,0.411,0.44,3,0,0,0,0
K00900.01,CONFIRMED,13.81020318,3.048,1309.7,4.56,0.1131,46.2,90,40.226162,8.428813,833,113.75,5942,4.327,1.142,1.009,1,0,0,0,0
K00911.01,CONFIRMED,4.093578461,2.5833,538.6,2.85,0.0514,36.4,328,31.433712,4.5823436,1182,461.07,6077,4.471,0.999,1.077,2,0,0,0,0
K00911.02,CONFIRMED,105.145959,8.593,685.4,3.43,0.4471,15.4,13,10.855937,4.639124,401,6.09,6077,4.471,0.999,1.077,2,0,0,0,0
K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,2.34,0.0815,64.5,122,84.20755,12.332059,499,14.66,4201,4.682,0.591,0.609,2,0,0,0,0
K00912.02,CONFIRMED,6.66833241,1.915,362.3,1.18,0.0589,14.2,192,19.236187,4.588849,587,28.06,4201,4.682,0.591,0.609,2,0,0,0,0
K00913.01,CONFIRMED,4.082274889,3.23015,17859.2,10.55,0.0479,1669.1,329,1627.8156,135.75833,1016,251.48,5655,4.581,0.794,0.886,1,0,0,0,0
K00914.01,CANDIDATE,3.886655224,3.1646,581.6,1.87,0.0451,48.1,343,41.233078,5.37064,1010,246.29,5662,4.61,0.738,0.813,1,0,0,0,0
K00904.03,CONFIRMED,42.1406089,5.083,895.5,1.85,0.2095,21.6,28,13.00283,7.271111,349,3.49,4500,4.656,0.646,0.71,5,0,0,0,0
K00904.04,CONFIRMED,4.617490562,2.2618,575.8,1.62,0.048,28.1,272,18.39992,4.4431863,728,66.47,4500,4.656,0.646,0.71,5,0,0,0,0
K00904.05,CONFIRMED,10.19849255,2.4283,634.1,1.75,0.0814,21.4,119,14.958939,5.6818385,559,23.11,4500,4.656,0.646,0.71,5,0,0,0,0
K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,0.0613,119.4,230,108.889015,12.354637,950,192.74,5865,4.563,0.827,0.914,1,0,0,1,0
K00906.01,CONFIRMED,7.15681552,2.5882,867,2.47,0.0675,47.7,186,38.487896,6.1818976,782,88.23,5029,4.494,0.838,0.798,3,0,0,0,0
K00906.02,CONFIRMED,17.64830851,2.0873,763.3,2.43,0.1232,23.8,73,19.097145,4.479241,579,26.49,5029,4.494,0.838,0.798,3,0,0,0,0
K00906.03,CONFIRMED,4.14810719,2.535,175.2,1.08,0.0469,12.9,314,10.764539,3.7260108,938,182.76,5029,4.494,0.838,0.798,3,0,0,0,0
K00907.01,CONFIRMED,16.51410989,4.1575,973.5,2.72,0.1199,55.9,76,43.083504,7.364849,655,43.57,5527,4.488,0.866,0.841,4,0,0,0,0
K00907.02,CONFIRMED,30.1329298,5.172,1015.8,3.14,0.179,44.8,37,32.87861,7.3606734,536,19.55,5527,4.488,0.866,0.841,4,0,0,0,0
K00907.03,CONFIRMED,4.79090809,2.603,251.3,1.36,0.0525,21.2,242,16.134592,3.2894669,990,227.24,5527,4.488,0.866,0.841,4,0,0,0,0
K00124.02,CONFIRMED,31.71981013,4.819,363.4,3.09,0.1975,63.1,44,50.201683,10.343444,743,71.97,5869,4.024,1.626,1.019,2,0,0,0,0
K00907.04,CONFIRMED,99.6415962,4.448,952.5,2.64,0.3973,22.7,12,19.405544,6.699139,360,3.97,5527,4.488,0.866,0.841,4,0,0,0,0
K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,10.6,0.0539,633.4,285,619.7065,52.268402,1162,431.02,5560,4.246,1.21,0.94,1,0,0,0,0
K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,0.1052,54.5,84,165.18489,52.240536,438,8.71,4187,4.656,0.592,0.58,1,0,0,1,1
K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,2.68,0.0583,77.4,244,66.02574,7.25004,850,123.33,5198,4.589,0.801,0.915,1,0,0,0,0
K00928.01,CANDIDATE,2.494170338,1.1221,863.7,2.42,0.0351,69.2,535,37.2115,5.3565664,1194,480.19,5569,4.566,0.829,0.928,1,0,0,0,0
K00929.01,CONFIRMED,6.491682808,4.301,7163.3,9.66,0.0715,502.3,189,478.5281,45.663883,1062,301.54,6123,4.413,1.107,1.159,2,0,0,0,0
K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695,24.54,0.0386,203.5,445,33.146595,7.281593,1076,317.36,5525,4.603,0.753,0.843,1,0,1,1,1
K00931.01,CONFIRMED,3.855603916,3.2179,16652.7,13.61,0.0505,1173.9,350,1321.7062,105.129425,1212,508.65,6033,4.46,1.046,1.153,1,0,0,0,0
K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,0.0493,90.1,350,74.89582,10.751741,1158,425.74,5936,4.501,0.965,1.075,1,0,0,1,1
K00125.01,CONFIRMED,38.47876629,5.04169,23530,13.26,0.2213,1077.8,35,1014.9963,261.08838,484,13.01,5510,4.539,0.879,0.973,1,0,1,0,0
K00915.01,FALSE POSITIVE,37.60166128,8.30604,59130.1,27.22,0.219,1667.3,32,1668.1604,372.15457,606,31.86,6140,4.354,1.096,0.989,1,0,1,0,0
K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,3.94,0.0433,123.5,404,105.955894,11.219773,1155,421.03,5609,4.481,0.944,0.983,1,0,0,0,0
K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,0.0654,45.4,202,39.278458,5.5065484,952,194.18,5931,4.479,0.866,0.825,1,0,1,0,0
K00918.01,CONFIRMED,39.6431552,6.5292,15663.8,10.98,0.215,690.3,30,487.53952,130.28482,472,11.74,5231,4.455,0.9,0.844,2,0,0,0,0
K00919.01,FALSE POSITIVE,51.42598578,16.9422,66067.7,29.66,0.2904,1843.8,28,1840.2819,516.0654,549,21.4,6257,4.41,1.147,1.233,1,0,1,0,0
K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,2.6,0.1406,49.9,61,43.653084,9.254608,543,20.48,5481,4.629,0.708,0.806,1,0,0,0,0
K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,2.53,0.088,55,126,46.25013,7.943826,680,50.6,5196,4.593,0.775,0.869,3,0,0,0,0
K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,2.95,0.1284,60.7,70,49.64462,10.27296,563,23.77,5196,4.593,0.775,0.869,3,0,0,0,0
K00921.03,CONFIRMED,3.78402867,1.9012,426.1,1.7,0.0452,25.6,330,23.37084,4.1183877,949,191.78,5196,4.593,0.775,0.869,3,0,0,0,0
K00922.01,CONFIRMED,5.15448142,3.228,697.5,2.94,0.0546,48.1,259,44.139656,4.937641,964,204.1,5431,4.457,0.884,0.816,1,0,0,0,0
K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.4,20.7,0.216,529.9,42,1177.5599,343.88367,745,72.71,5855,3.999,1.796,1.174,2,0,1,0,0
K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,3.13,0.0625,79.7,237,64.83856,7.2817845,982,219.95,5897,4.531,0.891,0.983,1,0,0,0,0
K00924.01,CANDIDATE,39.4759093,2.968,1012.6,4.06,0.2338,26.6,34,20.340858,5.456901,577,26.13,6225,4.45,1.031,1.091,1,0,0,0,0
K00925.01,FALSE POSITIVE,19.97448524,4.23479,40293.1,26.56,0.1476,1398.8,69,1464.211,249.25873,700,56.84,6108,4.471,0.997,1.072,1,0,1,0,0
K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,3.82,0.0432,128.3,409,60.539154,8.415231,1273,621.92,6007,4.47,0.998,1.072,1,0,0,0,0
K00927.01,FALSE POSITIVE,23.89963441,3.81881,20953.1,44.04,0.162,547.8,56,586.5923,110.354324,652,42.8,6192,4.503,0.924,0.991,1,0,1,1,0
K00939.01,CONFIRMED,3.388012244,2.6849,280.1,2.11,0.0434,30.6,397,25.538614,4.062919,1315,705.93,5553,4.221,1.25,0.949,4,0,0,0,0
K00939.02,CONFIRMED,5.83909761,3.1915,273.6,2.06,0.0624,25.2,218,19.003149,4.5991445,1097,341.48,5553,4.221,1.25,0.949,4,0,0,0,0
K00939.03,CONFIRMED,1.620467654,2.1888,159.6,1.57,0.0265,22.7,719,17.345476,3.7322083,1681,1893.42,5553,4.221,1.25,0.949,4,0,0,0,0
K00939.04,CONFIRMED,10.6816951,3.605,307.8,2.3,0.0933,21.9,100,14.830292,4.5420127,897,152.75,5553,4.221,1.25,0.949,4,0,0,0,0
K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,3.18,0.0583,293.7,176,276.2209,29.380081,784,89.25,5085,4.584,0.712,0.71,1,0,0,0,0
K00127.01,CONFIRMED,3.578780566,2.91089,11382.2,10.43,0.045,1838.4,374,1721.1887,145.02327,1145,406.6,5524,4.421,0.994,0.95,1,0,0,0,0
K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,0.0403,37.2,179,29.934076,6.456697,1079,319.76,5450,4.552,0.811,0.857,1,0,1,1,0
K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,4.09,0.0622,81.1,228,61.85785,7.5005593,1013,248.57,5561,4.362,1.06,0.943,3,0,0,0,0
K00934.02,CONFIRMED,12.41216347,3.739,611.3,2.58,0.103,25.6,106,18.328804,4.6233582,787,90.65,5561,4.362,1.06,0.943,3,0,0,0,0
K00934.03,CONFIRMED,18.74649011,3.895,796.8,3.05,0.1355,26.7,67,19.490282,4.969579,686,52.38,5561,4.362,1.06,0.943,3,0,0,0,0
K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,5.5,0.1462,117,67,94.8957,16.663143,781,87.76,6035,4.22,1.257,0.958,4,0,0,0,0
K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,5.22,0.2355,78.7,32,62.296303,15.846536,615,33.82,6035,4.22,1.257,0.958,4,0,0,0,0
K00935.03,CONFIRMED,87.6476068,8.871,1009.6,4,0.3807,37.5,14,28.801907,10.95069,484,12.94,6035,4.22,1.257,0.958,4,0,0,0,0
K00935.04,CANDIDATE,9.61731426,3.8692,234,1.94,0.0873,18.2,137,7.8495355,2.9420934,1010,246.13,6035,4.22,1.257,0.958,4,0,0,0,0
K00936.01,CONFIRMED,9.467821474,2.4327,2237,2.13,0.0691,124.7,145,110.05442,17.65574,407,6.47,3582,4.807,0.458,0.491,2,0,0,0,0
K00936.02,CONFIRMED,0.893040969,1.0981,741.7,1.24,0.0143,87.8,1452,45.230915,6.1433687,893,151.14,3582,4.807,0.458,0.491,2,0,0,0,0
K00128.01,CONFIRMED,4.942783419,3.25346,11144.7,10.62,0.0569,2040.7,274,1927.6256,161.19409,1008,244.42,5514,4.459,0.978,1.003,1,0,0,0,0
K00937.01,CONFIRMED,20.83426731,4.0454,988.4,2.74,0.1483,45.1,66,38.21066,7.7942076,595,29.62,5537,4.549,0.88,0.999,1,0,0,0,0
K00938.01,CONFIRMED,9.94602357,3.3862,994.5,3.12,0.0864,51,131,42.55429,6.3994412,807,100.34,5344,4.365,1.013,0.867,3,0,0,0,0
K00938.02,CONFIRMED,1.04562195,1.8955,213,1.45,0.0192,25.3,1233,20.171621,4.260265,1710,2031.84,5344,4.365,1.013,0.867,3,0,0,0,0
K00938.03,CONFIRMED,5.71462396,2.336,297.8,1.78,0.0597,16.7,192,12.969576,3.08848,971,210.16,5344,4.365,1.013,0.867,3,0,0,0,0
K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,39,0.5554,86.1,10,39.480255,14.384349,797,95.4,5047,3.066,7.119,2.15,1,0,1,0,0
K01102.02,CONFIRMED,8.14515981,5.073,446.8,3.43,0.076,32.2,159,24.346912,4.662788,1050,287.91,5896,4.197,1.24,0.884,4,0,0,0,0
K01102.03,CONFIRMED,18.9985279,4.529,430.7,43.17,0.1337,16.9,68,15.231214,4.7622185,792,93.03,5896,4.197,1.24,0.884,4,0,0,0,0
K01102.04,CONFIRMED,4.24439049,3.282,174,2.07,0.0492,15.1,269,12.186046,2.9243543,1305,686.99,5896,4.197,1.24,0.884,4,0,0,0,0
K01103.01,CANDIDATE,90.1240507,11.649,3020.3,7.12,0.427,57.9,13,49.1015,18.799704,485,13.09,6520,4.375,1.215,1.279,1,0,0,0,0
K00150.02,CONFIRMED,28.5742692,4.9427,824.9,2.32,0.1681,97.1,46,87.12114,18.866709,538,19.83,5551,4.508,0.812,0.776,2,0,0,0,0
K01168.01,CANDIDATE,856.672115,23.144,858.1,3.87,1.8045,39.2,,,,242,0.81,6449,4.232,1.309,1.063,1,0,0,0,0
K01169.01,CANDIDATE,0.689210173,1.6169,195,1.32,0.0156,93.4,1945,22.914194,4.6458826,1943,3362.71,5630,4.505,0.954,1.064,1,0,0,0,0
K01170.01,CONFIRMED,7.34373964,1.1784,574.4,1.84,0.0697,32.2,144,25.57594,4.9903307,839,117.5,5757,4.597,0.762,0.865,1,0,0,0,0
