kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_sma,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_max_sngle_ev,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smass,koi_count,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K00191.01,CONFIRMED,15.35876777,4.1223,14638.1,10.89,0.1157,812.6,71,695.00134,110.88531,662,45.46,5422,4.484,0.887,0.874,4,0,0,0,0
K01659.01,CONFIRMED,29.5390897,4.139,403.3,2.51,0.204,18.8,42,15.492322,4.6953783,714,61.49,6572,4.365,1.238,1.298,1,0,0,0,0
K01660.01,CANDIDATE,35.6364022,4.888,452.6,1.99,0.2104,15.7,35,14.532,5.597623,537,19.62,5926,4.532,0.887,0.978,1,0,0,0,0
K01661.01,FALSE POSITIVE,0.94773253,1.7645,11306,45.58,0.0182,103.9,1411,1297.9481,78.99686,2321,6862.81,6302,4.183,1.269,0.895,1,0,1,0,0
K01662.01,FALSE POSITIVE,0.784031658,0.7773,352.2,1.55,0.0163,28.2,683,21.225487,4.112915,1705,1995.65,5435,4.578,0.824,0.937,1,0,1,0,0
K01458.01,CANDIDATE,8.98128472,5.0397,4924,7.19,0.0882,76.6,126,149.7421,20.03778,898,153.36,5977,4.473,1.022,1.133,1,0,0,0,0
K00171.02,CONFIRMED,13.07141889,3.0946,251.1,2.47,0.113,32,98,25.692062,5.463504,964,203.87,6122,4.173,1.439,1.123,2,0,0,0,0
K01459.01,FALSE POSITIVE,0.692015479,1.1315,4518.1,19.31,0.0122,163.4,964,29.723516,5.207069,1057,294.34,3752,4.747,0.497,0.503,1,0,1,0,0
K01460.01,FALSE POSITIVE,17.0421346,7.507,3616.7,5.14,0.1227,108.9,69,191.25253,64.12946,594,29.47,5367,4.59,0.773,0.854,1,0,1,1,1
K01461.01,FALSE POSITIVE,7.94671044,2.8419,6084.4,27.43,0.0712,165.3,164,206.1693,27.171032,673,48.5,4859,4.626,0.702,0.789,1,0,1,0,0
K01462.01,FALSE POSITIVE,3.74781242,5.241,5367,38.04,0.0473,44.8,238,33.648304,6.4695573,1172,446.47,5780,4.438,1,1,1,0,1,1,1
K01527.01,CANDIDATE,192.667139,5.443,1148.3,3.64,0.6219,26,7,23.556185,10.598758,283,1.52,5401,4.487,0.878,0.863,1,0,0,0,0
K01528.01,CONFIRMED,3.989544192,1.591,190,0.93,0.0449,26.2,341,22.076683,3.9406226,903,157.1,5229,4.643,0.688,0.765,1,0,0,0,0
K01529.01,CONFIRMED,17.9776037,4.605,213.9,1.58,0.1372,23.3,73,20.901041,4.6149454,752,75.61,6296,4.46,1.006,1.066,2,0,0,0,0
K01529.02,CONFIRMED,11.8693144,4.653,101.9,1.09,0.104,13.9,109,12.777316,3.4042969,864,131.58,6296,4.46,1.006,1.066,2,0,0,0,0
K01530.01,CONFIRMED,12.98494603,3.4497,257.2,1.64,0.1055,38.4,79,33.825256,6.358666,818,105.74,5948,4.384,1.025,0.93,1,0,0,0,0
K00184.01,FALSE POSITIVE,7.300735516,5.78725,13051.7,13.32,0.0777,1640,188,1341.889,121.105415,1086,328.98,6434,4.394,1.138,1.169,1,0,1,0,0
K01585.01,CONFIRMED,19.17893976,5.144,752.8,2.4,0.1392,34.3,68,28.67196,5.8425097,640,39.65,5767,4.538,0.881,0.979,1,0,0,0,0
K01586.01,CONFIRMED,6.99130452,2.1568,555.4,1.95,0.0679,36.3,157,29.367743,5.6226835,716,62.05,4847,4.606,0.761,0.86,1,0,0,0,0
K01587.01,CANDIDATE,52.971584,3.4632,3882.6,29.02,0.257,51.4,27,51.077126,14.101825,402,6.19,5204,4.55,0.789,0.808,1,0,0,0,0
K01588.01,CONFIRMED,3.517494725,1.5639,532.8,1.42,0.0378,52.6,384,42.818226,5.011481,704,58.08,4132,4.699,0.564,0.578,1,0,0,0,0
K01665.01,CONFIRMED,6.93365167,4.608,119.6,1.7,0.0715,20.1,156,17.594885,4.5954695,1104,351.27,5861,4.212,1.304,1.01,2,0,0,0,0
K01665.02,CANDIDATE,5.91393977,0.562,84,1.07,0.0682,2.8,,,,1112,361,6194,4.415,1.129,1.208,2,0,0,0,0
K01669.01,CONFIRMED,61.0373591,8.378,437.5,3.38,0.3359,40.2,22,30.7175,8.74926,610,32.74,6309,4.154,1.614,1.358,1,0,0,0,0
K01672.01,CONFIRMED,33.8677783,3.72,894.8,2.31,0.1805,23.8,41,20.278923,4.884298,394,5.69,4564,4.593,0.691,0.683,1,0,0,0,0
K01675.01,CANDIDATE,14.62399621,2.193,1082,21.92,0.1131,25,92,20.084682,4.442915,681,50.91,5753,4.57,0.815,0.907,1,0,0,0,0
K01463.01,FALSE POSITIVE,1064.268096,11.5521,22771.7,33.63,2.1525,1171.2,3,426.68494,424.7103,281,1.47,6340,3.833,2.173,1.174,1,0,1,0,0
K01464.01,FALSE POSITIVE,2.113202658,3.5234,2104.8,207.71,0.0306,97.2,535,178.31566,28.180391,1281,635.47,5482,4.502,0.858,0.853,1,0,0,1,1
K01465.01,CANDIDATE,9.771462706,1.767,6933.2,10.15,0.0878,215,108,269.3825,41.37362,799,96.39,5812,4.551,0.853,0.947,1,0,0,0,0
K01466.01,CANDIDATE,281.5628889,8.853,21012,10.83,0.7659,237.1,4,203.09047,118.01934,214,0.49,4810,4.536,0.776,0.755,1,0,0,0,0
K01467.01,FALSE POSITIVE,1.157808038,3.6705,866.7,22.9,0.0214,78.8,979,28.725586,5.277521,1579,1472.38,5566,4.532,0.886,0.975,1,0,1,1,1
K00178.01,FALSE POSITIVE,6.14281498,4.624,122,1.82,0.0695,36,223,27.892395,9.80839,1355,796.26,6495,4.128,1.554,1.182,1,0,1,1,1
K01531.01,CONFIRMED,5.69919592,2.3906,159.4,1.16,0.0622,35.3,235,29.82373,5.4291725,964,204.18,5646,4.493,0.932,0.986,1,0,0,0,0
K01532.01,CONFIRMED,18.11473813,5.2706,241.5,2.49,0.1432,51.3,71,39.39738,7.2776318,830,112.43,6109,4.247,1.36,1.194,1,0,0,0,0
K01533.01,CONFIRMED,6.24145791,3.0998,163.7,1.6,0.067,30.8,216,26.684687,5.4707284,1111,360.09,5810,4.25,1.259,1.026,1,0,0,0,0
K01534.01,CONFIRMED,20.4222447,6.22,189.3,1.78,0.1536,34.7,65,26.788187,5.733502,785,89.74,6119,4.274,1.299,1.157,2,0,0,0,0
K01589.01,CONFIRMED,8.72585478,4.473,446.7,2.86,0.0827,37.7,155,27.92319,4.6698503,985,222.19,6036,4.326,1.131,0.987,5,0,0,0,0
K01589.02,CONFIRMED,12.88291395,5.676,460.5,3.15,0.1072,33.6,103,25.269482,5.256572,865,132.23,6036,4.326,1.131,0.987,5,0,0,0,0
K01589.03,CONFIRMED,27.4345973,5.038,472.6,2.56,0.1774,25.3,48,19.267315,4.9115167,672,48.29,6036,4.326,1.131,0.987,5,0,0,0,0
K01589.04,CONFIRMED,4.22453631,3.128,159.1,1.6,0.051,16.7,275,13.353382,4.1128078,1254,584.24,6036,4.326,1.131,0.987,5,0,0,0,0
K01589.05,CONFIRMED,44.5520266,6,362.1,2.29,0.2451,16.7,28,13.444004,4.5988445,572,25.3,6036,4.326,1.131,0.987,5,0,0,0,0
K01677.01,CONFIRMED,52.069002,3.0089,558.3,2.92,0.2739,25.6,24,21.926264,7.282481,524,17.76,5565,4.251,1.246,1.008,2,0,0,0,0
K00191.02,CONFIRMED,2.418406841,2.0744,665.4,2.25,0.0337,69.1,426,52.920734,8.395141,1226,535.84,5422,4.484,0.887,0.874,4,0,0,0,0
K01677.02,CANDIDATE,8.51170088,2.9,,,,,,,,,,,,,,2,0,0,0,0
K01680.01,FALSE POSITIVE,5.0825188,3.328,105,0.88,0.0564,17.1,262,14.619732,4.9059715,968,207.45,5706,4.561,0.834,0.93,1,0,0,1,1
K01681.01,CANDIDATE,6.93910337,2.977,614.7,1.41,0.0546,22.9,196,18.381264,4.526765,445,9.28,3638,4.844,0.42,0.45,4,0,0,0,0
K01683.01,CONFIRMED,9.11500269,4.558,268.3,1.78,0.0866,21.7,147,23.985239,4.903094,906,159.34,5962,4.431,1.028,1.039,1,0,0,0,0
K01468.01,FALSE POSITIVE,8.48031942,7.297,1426.7,4.54,0.081,92.8,128,75.38631,18.8657,918,168.01,5951,4.439,0.991,0.983,1,0,0,1,1
K00172.01,CONFIRMED,13.7223682,5.1231,571.1,2.23,0.1048,97.9,97,82.31395,12.482682,746,73.16,5637,4.399,0.943,0.813,2,0,0,0,0
K01469.01,FALSE POSITIVE,3.582076914,4.4228,1534.4,5.33,0.0451,138.4,312,125.11345,14.5123415,1265,604.27,6109,4.422,0.993,0.95,1,0,1,1,0
K01470.01,CONFIRMED,15.43400996,4.2572,1785.9,4.3,0.124,59.7,58,51.55364,9.993257,721,63.79,5900,4.509,0.951,1.065,1,0,0,0,0
K01471.01,FALSE POSITIVE,1.780984316,2.173,590.9,2.33,0.0285,46,731,36.901245,4.6304173,1397,899.03,5730,4.545,0.87,0.968,1,0,0,1,1
K01534.02,CONFIRMED,7.63846084,3.957,71.7,1.12,0.0797,16.6,167,13.585505,3.6442664,1089,333.3,6119,4.274,1.299,1.157,2,0,0,0,0
K01535.01,CONFIRMED,70.6981724,6.632,357.7,1.63,0.328,37.7,18,31.932688,9.57492,417,7.11,5811,4.536,0.866,0.94,1,0,0,0,0
K01536.01,CONFIRMED,3.74443645,2.9191,73.3,1.1,0.0492,25.4,359,20.18704,4.1786084,1328,736.89,5876,4.269,1.293,1.132,1,0,0,0,0
K01537.01,CANDIDATE,10.19154678,6.165,61.3,1.39,0.0967,27.6,135,19.157948,4.5287604,1144,404.17,6212,4.049,1.684,1.156,1,0,0,0,0
K01538.01,FALSE POSITIVE,10.5815819,6.66929,112642,53.19,0.0963,1241.4,100,5181.257,793.12244,1098,342.98,6168,4.074,1.567,1.061,1,0,1,0,0
K01539.01,FALSE POSITIVE,2.819453322,4.4127,71867,29.8,0.0377,202,480,2277.222,220.55606,1357,803.4,5767,4.33,1.074,0.9,1,0,1,0,0
K01590.01,CANDIDATE,12.89006728,3.555,602.5,1.93,0.0992,23.6,82,18.731329,5.1416874,620,34.99,4915,4.512,0.812,0.781,3,0,0,0,0
K00185.01,CANDIDATE,23.21050996,3.09802,28736.9,21.19,0.1533,958.7,48,1093.9598,330.42853,595,29.69,5875,4.572,0.809,0.895,1,0,0,0,0
K01590.02,CONFIRMED,2.35574505,1.796,266.9,1.34,0.0319,17,421,13.413105,3.84831,1093,338.4,4915,4.512,0.812,0.781,3,0,0,0,0
K01590.03,CANDIDATE,4.74666128,2.093,256.8,1.3,0.051,12.5,192,9.563178,3.2105825,865,132.4,4915,4.512,0.812,0.781,3,0,0,0,0
K01591.01,CONFIRMED,19.65639342,3.226,843.2,2.83,0.1335,25.5,55,20.412176,5.5115976,549,21.5,5288,4.613,0.74,0.828,1,0,0,0,0
K01684.01,FALSE POSITIVE,62.81584402,2.6901,1688.4,57.62,0.3444,54.6,23,92.928764,27.443987,582,27.14,6340,4.23,1.492,1.379,1,0,1,0,0
K01685.01,CONFIRMED,70.468171,6.653,922.4,3.46,0.3512,45,18,38.209057,10.516852,511,16.17,6461,4.396,1.131,1.162,1,0,0,0,0
K01686.01,FALSE POSITIVE,56.86716792,4.23,,,,,,,,,,,,,,1,1,0,0,0
K01687.01,CONFIRMED,3.93246069,2.1763,455.5,1.65,0.0444,30.6,347,25.984106,5.082465,894,151.31,4841,4.533,0.779,0.756,1,0,0,0,0
K01688.01,CONFIRMED,0.921030497,2.6077,101.5,1.62,0.0192,27,1457,20.263723,3.8903625,2362,7380.64,5843,4.069,1.615,1.115,1,0,0,0,0
K01692.01,CONFIRMED,5.960400011,2.8617,828.3,2.85,0.0639,126.1,104,135.83038,18.942575,890,148.26,5418,4.534,0.886,0.978,2,0,0,0,0
K01472.01,CONFIRMED,85.3514875,6.7504,4674.7,6.31,0.3751,142.8,17,143.4172,45.288082,390,5.44,5584,4.478,0.938,0.966,1,0,0,0,0
K01473.01,CANDIDATE,23.02028478,3.544,5077.8,7.58,0.1608,97.2,45,99.735855,22.514307,604,31.4,5613,4.496,0.956,1.046,1,0,0,0,0
K01474.01,CONFIRMED,69.72646639,3.7177,4491.2,11.65,0.371,300.7,20,177.54475,60.760292,613,33.3,6430,4.107,1.731,1.398,1,0,0,0,0
K01475.01,CONFIRMED,1.609321941,1.6067,728.5,1.57,0.0228,35.3,751,29.158415,5.493346,958,199.28,4224,4.662,0.603,0.609,3,0,0,0,0
K01475.02,CONFIRMED,9.51220046,2.9497,1169.4,1.99,0.0745,31.9,121,24.001974,4.4233165,530,18.66,4224,4.662,0.603,0.609,3,0,0,0,0
K01475.03,CONFIRMED,4.72941177,2.234,434.3,1.22,0.0468,14.6,236,10.887242,2.928935,669,47.3,4224,4.662,0.603,0.609,3,0,0,0,0
K00003.01,CONFIRMED,4.887803076,2.36255,4315.8,4.82,0.053,862.3,215,2034.6268,245.26993,800,96.67,4778,4.591,0.763,0.83,1,0,0,0,0
K00020.01,CONFIRMED,4.437962934,4.69813,16387.6,18.05,0.0545,3535.6,238,3302.585,302.35617,1338,757.65,5953,4.175,1.415,1.093,1,0,0,0,0
K00179.01,CONFIRMED,20.74028645,10.3939,1023.3,4.24,0.154,155.3,52,117.66725,20.704483,798,95.68,6226,4.264,1.299,1.129,2,0,0,0,0
K01540.01,FALSE POSITIVE,1.207852845,3.5802,49720,38.59,0.0205,205.9,1083,2296.5215,143.53368,1539,1331.31,5601,4.533,0.797,0.791,1,0,1,0,0
K01541.01,FALSE POSITIVE,2.379282197,3.1729,48434,25.74,0.0374,538,450,2697.4727,234.0073,1571,1442.19,6392,4.399,1.162,1.232,2,0,1,0,0
K01592.01,FALSE POSITIVE,26.0692512,7.487,831.5,23.61,0.1581,59.7,51,50.595158,10.231548,591,28.85,5585,4.409,0.91,0.773,1,0,0,1,0
K01593.01,CONFIRMED,9.69501146,2.75,515.2,2.08,0.089,18.3,106,16.746252,5.0753345,833,114.06,5896,4.516,0.914,1,2,0,0,0,0
K01593.02,CONFIRMED,15.3825394,3.815,550.5,2.14,0.1211,18.4,65,15.541253,4.217828,714,61.61,5896,4.516,0.914,1,2,0,0,0,0
K01594.01,FALSE POSITIVE,1.818939148,1.644,331.2,1.82,0.0295,39.3,728,32.953247,5.8135023,1549,1364.15,6153,4.487,0.962,1.036,1,0,0,1,0
K01595.01,CONFIRMED,40.1097817,5.2096,732,3.11,0.223,40.3,34,34.499313,7.664,556,22.65,5509,4.265,1.169,0.918,1,0,0,0,0
K00191.03,CANDIDATE,0.708621057,1.5041,187.5,1.2,0.0149,30.5,1324,21.064182,4.485358,1846,2741.07,5422,4.484,0.887,0.874,4,0,0,0,0
K01692.02,CONFIRMED,2.46106962,2.184,84.2,0.84,0.0354,18,242,17.796751,3.7759464,1195,483.09,5418,4.534,0.886,0.978,2,0,0,0,0
K01693.01,FALSE POSITIVE,3.403743926,1.5017,815.9,10.77,0.0429,59.5,393,48.45203,6.155134,1101,346.98,5596,4.533,0.853,0.906,1,0,1,0,0
K01700.01,CONFIRMED,8.03753796,2.9118,286.5,1.54,0.0719,31.1,168,25.630995,4.1385374,744,72.44,5044,4.511,0.804,0.764,1,0,0,0,0
K01701.01,FALSE POSITIVE,2.43902575,1.1598,82.5,2.61,0.0436,20.5,551,39.570023,5.793333,2307,6700.04,6546,3.817,2.784,1.852,1,0,1,0,0
K01476.01,CONFIRMED,56.3587987,6.927,2559.6,5.04,0.2698,44.4,22,39.809235,12.819533,419,7.29,5446,4.525,0.821,0.824,1,0,0,0,0
K00172.02,CONFIRMED,242.467406,12.808,340.3,1.73,0.7106,23.2,6,18.011978,11.452461,286,1.59,5637,4.399,0.943,0.813,2,0,0,0,0
K01477.01,CANDIDATE,169.4976085,7.77,12192,9.06,0.5754,82.8,6,72.266525,51.68426,272,1.29,5270,4.592,0.787,0.9,1,0,0,0,0
K01478.01,CONFIRMED,76.13622222,7.9393,2949.5,4.78,0.3403,339.4,16,280.73087,96.01898,399,6.01,5591,4.494,0.892,0.904,1,0,0,0,0
K01479.01,FALSE POSITIVE,4.9883872,9.142,638.2,2.59,0.0553,52.9,174,34.12135,5.587559,990,227.27,5819,4.565,0.823,0.91,1,0,0,1,0
K01542.01,FALSE POSITIVE,2.586878667,6.1614,25480,19.84,0.0381,261.3,520,118.66748,17.99762,1666,1823.52,6812,4.343,1.172,1.103,1,0,1,0,0
K01543.01,FALSE POSITIVE,3.964333304,4.7136,25886.2,37.09,0.053,408.5,338,1801.702,138.6739,1680,1881.78,5758,3.808,2.318,1.258,1,0,1,0,0
K01544.01,FALSE POSITIVE,1.525924389,3.15998,24627.2,49.86,0.0268,423.9,567,1805.1306,134.91129,1722,2072.8,6203,4.427,1.06,1.091,1,0,1,0,0
K01545.01,FALSE POSITIVE,5.910371418,3.88962,17219.2,12.62,0.0646,990.3,144,876.2924,98.694984,1053,290.83,6200,4.488,0.958,1.029,2,0,1,0,0
K01546.01,CANDIDATE,0.917568975,2.0654,15805,11.92,0.0186,128.1,1458,28.005991,20.666454,1748,2197.57,5713,4.541,0.893,1.01,1,0,0,0,0
K01596.01,CONFIRMED,5.92365747,2.6302,406.5,0.99,0.0515,26.4,178,23.104864,4.0210853,531,18.87,3883,4.762,0.496,0.518,2,0,0,0,0
K01596.02,CONFIRMED,105.3582299,3.81,1210.2,1.87,0.351,22.6,11,16.511694,7.156482,204,0.41,3883,4.762,0.496,0.518,2,0,0,0,0
K00186.01,CONFIRMED,3.24325988,3.03318,16450.9,12.91,0.0433,1586.2,413,1636.7843,133.76108,1243,563.17,5823,4.438,1.013,1.027,1,0,0,0,0
K01597.01,CANDIDATE,7.79668781,4.6699,361.3,2.44,0.0848,48.5,171,51.74379,8.3653965,1116,366.42,6521,4.352,1.276,1.334,1,0,0,0,0
K01598.01,CONFIRMED,56.4758069,5.961,1091.8,3.22,0.2838,70,24,56.980606,14.585626,417,7.14,5497,4.57,0.839,0.952,3,0,0,0,0
K01598.02,CONFIRMED,92.8747294,7.474,658.8,2.64,0.3953,37.9,16,30.277075,11.09702,353,3.68,5497,4.57,0.839,0.952,3,0,0,0,0
K01702.01,CONFIRMED,1.538180949,1.2635,841,1,0.0167,47.7,852,28.219137,4.7806334,602,30.85,3364,4.978,0.274,0.26,1,0,0,0,0
K01704.01,CONFIRMED,10.4188915,3.0069,670,3.17,0.0917,42.1,128,36.83864,7.2352476,855,126.48,5692,4.36,1.064,0.946,1,0,0,0,0
K01705.01,CONFIRMED,20.4998763,6.501,437.8,2.8,0.1528,21.1,67,18.253088,4.8642554,731,67.67,6249,4.428,1.076,1.13,1,0,0,0,0
K01706.01,CONFIRMED,1.921437488,1.9046,278.7,1.77,0.0279,56.7,697,40.189835,4.187052,1276,626.79,5238,4.472,0.851,0.784,1,0,0,0,0
K01707.01,CONFIRMED,96.109323,9.877,982.3,4.01,0.3928,28.7,14,21.122614,8.031778,409,6.59,5792,4.375,1.005,0.875,2,0,0,0,0
K01480.01,CONFIRMED,20.38174802,3.7922,1597.1,3.16,0.1345,46.8,67,38.09962,8.812979,528,18.36,4883,4.515,0.808,0.779,2,0,0,0,0
K01480.02,CANDIDATE,7.00447892,2.669,231.4,1.19,0.066,9.9,193,8.390544,2.6479578,754,76.26,4883,4.515,0.808,0.779,2,0,0,0,0
K01481.01,CONFIRMED,5.101375725,2.595,894.6,2.84,0.058,55.1,220,45.956264,6.1429543,1050,287.28,5869,4.479,0.954,1.001,1,0,0,0,0
K01482.01,FALSE POSITIVE,17.7940049,4.091,879.4,312.48,0.1378,27.7,65,30.637863,15.602679,762,79.54,6273,4.442,1.044,1.099,1,0,1,1,1
K01484.01,FALSE POSITIVE,3.47021401,2.289,1105.2,2.4,0.0403,8.3,323,37.087746,4.5109005,933,179.02,4922,4.555,0.744,0.726,1,0,0,1,0
K01547.01,CANDIDATE,30.69395532,2.9512,18121,13.72,0.1976,196.6,27,311.83298,76.352325,614,33.69,6137,4.46,1.018,1.086,1,0,0,0,0
K01548.01,FALSE POSITIVE,2.139325409,2.8056,6897.8,11.61,0.029,164.4,625,617.2113,51.846424,1007,243.34,4765,4.642,0.666,0.717,1,0,1,0,0
K01549.01,CANDIDATE,29.48106127,3.6636,11870.9,16.61,0.1706,332,47,340.81912,69.74805,571,25.1,5631,4.41,0.901,0.762,1,0,0,0,0
K00179.02,CONFIRMED,572.376632,24.42,1743.4,5.8,1.4062,78.6,4,28.84485,29.135689,264,1.15,6226,4.264,1.299,1.129,2,0,0,0,0
K01550.01,FALSE POSITIVE,2.233799622,3.04,2658.5,28.63,0.0327,228.9,597,241.85098,19.020744,1287,650.73,5741,4.555,0.846,0.938,1,0,1,1,0
K01551.01,FALSE POSITIVE,31.13862664,5.2482,11427,12.88,0.2009,163.7,36,270.9085,73.896515,582,27.22,5919,4.485,1,1.114,1,0,1,1,0
K01598.03,CONFIRMED,13.93068791,2.312,186.5,1.4,0.1116,14.9,93,12.670836,4.3380203,665,46.19,5497,4.57,0.839,0.952,3,0,0,0,0
K01599.01,CONFIRMED,20.4074846,8.839,363.4,2.9,0.1473,24.5,69,19.429487,5.225047,660,44.8,5823,4.472,0.972,1.02,2,0,0,0,0
K01600.01,FALSE POSITIVE,12.36564669,3.644,388.4,24.89,0.1059,22.8,105,18.797474,5.681143,804,98.51,6075,4.495,0.952,1.033,1,0,1,1,0
K01601.01,CONFIRMED,10.35078415,6.253,273.1,1.97,0.0907,36.5,131,30.358961,6.3292556,842,119.01,5534,4.338,1.08,0.926,2,0,0,0,0
K01601.02,CONFIRMED,62.9224936,11.64,417.8,2.75,0.302,28.7,19,23.093313,7.765685,462,10.73,5534,4.338,1.08,0.926,2,0,0,0,0
K01708.01,CANDIDATE,32.7737631,3.416,564.5,5,0.202,21.7,43,18.888723,5.130062,686,52.22,5640,4.076,1.534,1.023,1,0,0,0,0
K00191.04,CONFIRMED,38.6520796,5.607,566.5,2.07,0.2141,24.8,24,13.80781,6.2344623,487,13.28,5422,4.484,0.887,0.874,4,0,0,0,0
K01710.01,CONFIRMED,14.20442616,3.898,800.6,1.9,0.1041,26.7,49,23.57028,5.2534733,602,31.1,5350,4.647,0.678,0.758,1,0,0,0,0
K01711.01,CONFIRMED,55.673582,3.778,765.1,2.19,0.2658,22.7,22,19.036667,7.361748,384,5.16,4998,4.53,0.808,0.806,1,0,0,0,0
K01713.01,CONFIRMED,6.82778157,2.3726,545.8,1.34,0.059,32.2,188,26.83875,5.052356,577,26.31,4198,4.689,0.574,0.587,2,0,0,0,0
K01485.01,FALSE POSITIVE,0.687895191,2.4233,462.5,1.35,0.0131,60.9,1954,25.151985,5.2094245,1391,888.72,4478,4.615,0.651,0.637,1,0,1,1,1
K01486.01,CONFIRMED,127.2824442,7.1545,8088.6,12.04,0.4913,148.1,11,116.552216,46.034946,392,5.61,5733,4.281,1.183,0.974,2,0,0,0,0
K00173.01,CONFIRMED,10.06083238,4.5718,460.2,2.58,0.0894,86.4,130,68.921616,9.39896,899,154.16,5705,4.297,1.14,0.939,1,0,0,0,0
K01486.02,CONFIRMED,30.1837021,5.879,974.9,3.65,0.1882,37.9,41,29.34237,6.7351146,634,38.2,5733,4.281,1.183,0.974,2,0,0,0,0
K01487.01,FALSE POSITIVE,2.92928244,6.794,268.6,38.42,0.0432,39.2,459,38.558693,5.7106595,2112,4706.45,6634,3.831,2.251,1.253,1,0,0,1,1
K01552.01,CANDIDATE,77.63424586,4.1002,16612,9.4,0.3215,185.5,14,163.15489,61.615807,325,2.65,4812,4.548,0.755,0.734,1,0,0,0,0
K01553.01,CONFIRMED,52.75878505,6.6517,5805.8,8.76,0.2944,265.4,26,237.59964,56.394043,540,20.08,6228,4.413,1.137,1.221,1,0,0,0,0
K01554.01,FALSE POSITIVE,1.332564478,6.0325,1071.5,27.04,0.0234,119.6,849,15.842242,3.6498365,1618,1627.5,5995,4.536,0.878,0.964,1,0,1,1,1
K01555.01,FALSE POSITIVE,41.0772969,5.525,1216.8,3.25,0.2138,28.8,28,82.42111,41.55672,523,17.74,5665,4.381,0.938,0.773,1,0,1,1,1
K01556.01,FALSE POSITIVE,135.9121619,5.628,10188,40.18,0.5151,99.5,8,142.11705,61.995884,370,4.41,6141,4.468,0.959,0.982,1,0,1,0,0
K01952.04,CONFIRMED,42.4729078,7.253,334,2.03,0.2348,22.8,30,16.694304,5.6841493,539,19.93,5616,4.327,1.111,0.957,4,0,0,0,0
K01955.01,CONFIRMED,15.17026921,4.3311,224.8,2.47,0.1291,45.4,90,32.16319,5.9811525,905,158.23,6297,4.26,1.369,1.247,4,0,0,0,0
K01955.02,CONFIRMED,39.4576228,9.557,244.8,2.8,0.2441,41.6,33,23.974123,6.036653,658,44.26,6297,4.26,1.369,1.247,4,0,0,0,0
K01958.01,CONFIRMED,17.8159689,3.6765,776.8,3.12,0.1321,22.5,75,29.285742,6.760817,699,56.48,5964,4.484,0.933,0.968,1,0,0,0,0
K01959.01,CONFIRMED,36.5157639,3.6577,861.3,2.55,0.1977,34.7,31,26.913803,8.756478,425,7.71,4847,4.54,0.781,0.772,1,0,0,0,0
K02032.01,CONFIRMED,14.07969236,1.375,169.5,2.08,0.1176,26.2,94,22.375027,5.413903,931,177.81,5821,4.097,1.547,1.092,1,0,0,0,0
K02033.01,CONFIRMED,16.54081386,2.5996,370,1.57,0.1183,32.8,80,27.847147,6.195805,570,24.87,5064,4.572,0.769,0.806,1,0,0,0,0
K02034.01,CONFIRMED,3.609313059,1.7752,1375.1,3.26,0.0455,35,242,38.35937,5.7179546,1092,336.16,5668,4.545,0.868,0.963,2,0,0,0,0
K02035.01,CONFIRMED,1.93155546,1.614,504.9,2.25,0.0299,8.6,552,69.970215,8.148397,1290,655.43,5461,4.552,0.858,0.957,1,0,0,0,0
K02036.01,CONFIRMED,8.41100305,2.4553,755.6,1.8,0.0665,27.6,162,23.186045,4.5155106,472,11.71,3757,4.718,0.539,0.552,2,0,0,0,0
K01825.01,CONFIRMED,13.52252364,3.987,690.6,2.11,0.1063,22.4,77,44.9959,8.075435,652,42.82,5338,4.557,0.816,0.875,1,0,0,0,0
K01826.01,CONFIRMED,134.2520474,9.0636,832.1,3.43,0.512,57.2,9,52.910034,20.61069,393,5.63,5818,4.276,1.2,0.991,1,0,0,0,0
K00199.01,CONFIRMED,3.268695042,3.45188,10091.4,16.91,0.0453,1429.9,413,1341.4701,93.92894,1597,1539,5927,4.046,1.691,1.161,2,0,0,0,0
K01828.01,CONFIRMED,99.7468804,6.804,1287,3.94,0.3907,45.6,11,38.439476,14.9798765,391,5.55,5620,4.363,0.974,0.797,1,0,0,0,0
K01829.01,FALSE POSITIVE,22.84156293,2.5997,2940.7,30,0.1499,47.6,57,47.546577,10.771274,557,22.78,5381,4.538,0.826,0.858,2,0,1,0,0
K00205.01,CONFIRMED,11.720124,3.0039,9763.3,7.94,0.0935,707.3,111,749.69366,100.10436,660,44.89,5215,4.564,0.77,0.792,1,0,0,0,0
K01890.01,CONFIRMED,4.33643506,4.1445,108.5,1.75,0.0564,48,312,43.779842,6.230808,1453,1054.56,6180,4.133,1.603,1.275,1,0,0,0,0
K01891.01,CONFIRMED,15.95541913,3.9851,762.6,2.18,0.114,39,82,30.497955,5.8266616,573,25.54,4891,4.516,0.805,0.776,2,0,0,0,0
K01891.02,CONFIRMED,8.25980352,2.928,298.4,1.35,0.0735,18.3,154,14.762491,3.6963294,714,61.43,4891,4.516,0.805,0.776,2,0,0,0,0
K01892.01,CONFIRMED,62.5613879,5.907,1372.6,3.54,0.3017,35,21,28.120026,8.166053,417,7.13,5662,4.56,0.84,0.937,1,0,0,0,0
